_id,bme680_IAQ,bme680_IAQ_Accuracy,bme680_Static_IAQ,bme680_gas_per_kOhms,bme680_humidity,bme680_pressure,bme680_rawHumidity,bme680_rawTemperature,bme680_temperature,ccs_TVOC,ccs_eCO2,created_at,esp32_ChipID,mhz19_ppm,nextpm_pm1,nextpm_pm10,nextpm_pm25
62fc42f9626d4e008acaa1ab,25,0,25,13.111,45.88735,1005.55,46.996,25.4,25.39968,2,414,2022-08-17T03:23:05.142Z,13631180,408,1.3,2.4,2.4
62fc4694626d4e008acaa1ad,25,0,25,11.404,43.55341,1004.3,44.571,29.87,29.86966,16,506,2022-08-17T03:38:28.858Z,13837956,400,1.3,2.3,1.6
62fc4a65626d4e008acaa1af,25,0,25,13.119,45.64154,1005.55,46.81,25.41,25.40968,2,414,2022-08-17T03:54:45.588Z,13631180,408,1.3,2.5,2.5
62fc4dbd626d4e008acaa1b1,25,0,25,11.341,43.45828,1004.41,44.494,29.85,29.84965,14,497,2022-08-17T04:09:01.495Z,13837956,401,0,0,0
62fc51bd626d4e008acaa1b3,25,0,25,13.245,46.09362,1005.65,47.208,25.31,25.30968,3,426,2022-08-17T04:26:05.250Z,13631180,407,1.2,2.9,2.6
62fc54e5626d4e008acaa1b5,25,0,25,11.304,43.39276,1004.55,44.427,29.84,29.83965,23,556,2022-08-17T04:39:33.054Z,13837956,401,1.4,2.2,1.9
62fc5914626d4e008acaa1b7,25,0,25,13.186,46.23899,1005.85,47.335,25.27,25.26968,4,428,2022-08-17T04:57:24.699Z,13631180,407,0,0,0
62fc5c18626d4e008acaa1b9,25,0,25,11.492,43.20699,1004.32,44.257,29.83,29.82967,18,523,2022-08-17T05:10:16.850Z,13837956,404,1.3,2.5,1.6
62fc6082626d4e008acaa1bb,25,0,25,13.211,46.01748,1005.35,47.175,25.23,25.22968,2,416,2022-08-17T05:29:06.353Z,13631180,407,1.1,2.1,2.1
62fc6341626d4e008acaa1bd,25,0,25,11.505,43.28501,1004.08,44.297,29.78,29.77965,34,629,2022-08-17T05:40:49.004Z,13837956,403,1.4,2.3,1.6
62fc67d9626d4e008acaa1bf,25,0,25,13.296,45.98932,1005.55,47.036,25.17,25.16968,2,417,2022-08-17T06:00:25.903Z,13631180,407,1.1,2,2
62fc6a69626d4e008acaa1c1,25,0,25,11.404,43.39332,1004.47,44.408,29.76,29.75966,33,623,2022-08-17T06:11:21.372Z,13837956,404,1.4,2.8,2.1
62fc6f35626d4e008acaa1c3,25,0,25,13.228,45.97094,1005.89,47.128,25.15,25.14968,5,438,2022-08-17T06:31:49.000Z,13631180,407,1,2.2,1.4
62fc7190626d4e008acaa1c5,25,0,25,11.354,46.36245,1004.53,47.318,29.68,29.67965,9,464,2022-08-17T06:41:52.970Z,13837956,402,2,3.3,2.6
62fc768f626d4e008acaa1c7,25,0,25,13.119,46.08367,1005.61,47.288,25.15,25.14968,6,445,2022-08-17T07:03:11.992Z,13631180,408,1,1.7,1.7
62fc78b8626d4e008acaa1c9,25,0,25,11.841,45.65948,1004.26,46.858,29.39,29.38965,34,624,2022-08-17T07:12:24.415Z,13837956,401,2.1,5.7,2.9
62fc7df9626d4e008acaa1cb,25,0,25,13.078,46.18404,1005.45,47.391,25.15,25.14968,9,460,2022-08-17T07:34:49.833Z,13631180,409,1.1,2.3,2
62fc7fe0626d4e008acaa1cd,25,0,25,11.861,44.27999,1004.32,45.378,29.66,29.65965,26,577,2022-08-17T07:42:56.896Z,13837956,404,1.9,4.2,2.9
62fc8568626d4e008acaa1cf,25,0,25,13.262,50.27032,1005.43,51.103,24.92,24.91968,0,400,2022-08-17T08:06:32.611Z,13631180,409,2.2,5.9,3.3
62fc8709626d4e008acaa1d1,25,0,25,11.608,43.7688,1004.16,44.793,29.66,29.65965,56,770,2022-08-17T08:13:29.331Z,13837956,404,2,2.9,2.5
62fc8cbf626d4e008acaa1d3,25,0,25,14.099,52.52758,1006.2,53.935,24.27,24.26968,0,405,2022-08-17T08:37:51.183Z,13631180,404,3.1,4.6,3.4
62fc8e31626d4e008acaa1d5,25,0,25,11.728,43.27786,1004.81,44.27,29.72,29.71965,18,519,2022-08-17T08:44:01.801Z,13837956,404,2.1,3.9,3.3
62fc941a626d4e008acaa1d7,25,0,25,14.604,52.94637,1006.28,54.314,24.23,24.22968,6,441,2022-08-17T09:09:14.401Z,13631180,404,3.8,5.7,4.2
62fc955a626d4e008acaa1d9,25,0,25,12.253,43.38123,1004.92,44.396,29.71,29.70965,25,569,2022-08-17T09:14:34.324Z,13837956,403,2.4,6,3.9
62fc9b75626d4e008acaa1db,25,0,25,14.655,52.73668,1007,54.303,24.33,24.32968,2,415,2022-08-17T09:40:37.981Z,13631180,406,3,5.6,4.4
62fc9c8f626d4e008acaa1dd,25,0,25,12.579,43.41555,1005.66,44.553,29.65,29.64967,22,545,2022-08-17T09:45:19.787Z,13837956,404,2.2,5.1,3.6
62fca2d0626d4e008acaa1df,25,0,25,14.951,52.48096,1007.2,54.116,24.37,24.36968,0,400,2022-08-17T10:12:00.497Z,13631180,405,3.2,6.3,4.6
62fca3b8626d4e008acaa1e1,25,0,25,12.718,44.17577,1005.99,45.046,29.57,29.56965,26,574,2022-08-17T10:15:52.137Z,13837956,403,2.1,6,3.2
62fcaa2c626d4e008acaa1e3,25,0,25,15.059,52.69174,1007.33,54.384,24.43,24.42968,1,408,2022-08-17T10:43:24.298Z,13631180,406,2.8,5.5,3.8
62fcaae8626d4e008acaa1e5,25,0,25,13.245,43.86156,1006.01,44.909,29.58,29.57966,6,444,2022-08-17T10:46:32.470Z,13837956,400,2.1,4.5,3
62fcb186626d4e008acaa1e7,25,0,25,15.247,53.75372,1007.22,55.427,24.48,24.47968,0,403,2022-08-17T11:14:46.616Z,13631180,407,3,4.5,3.3
62fcb211626d4e008acaa1e9,25,0,25,13.583,43.54533,1006.05,44.605,29.64,29.63965,18,523,2022-08-17T11:17:05.029Z,13837956,402,2,3.6,2.4
62fcb8e2626d4e008acaa1eb,25,0,25,15.28,53.15557,1007.37,54.756,24.68,24.67968,0,403,2022-08-17T11:46:10.259Z,13631180,407,3.3,6.1,4.7
62fcb939626d4e008acaa1ed,25,0,25,13.966,43.65951,1005.95,44.641,29.6,29.59965,42,678,2022-08-17T11:47:37.593Z,13837956,402,2.1,4.2,3.5
62fcc040626d4e008acaa1ef,25,0,25,15.125,54.02997,1007.72,55.629,24.8,24.79968,15,502,2022-08-17T12:17:36.152Z,13631180,408,3.7,5.6,4.1
62fcc062626d4e008acaa1f1,25,0,25,13.901,43.79712,1006.42,44.863,29.63,29.62965,34,624,2022-08-17T12:18:10.264Z,13837956,402,2.3,4.3,3.3
62fcc789626d4e008acaa1f3,25,0,25,13.836,43.85095,1006.4,44.857,29.62,29.61966,46,702,2022-08-17T12:48:41.731Z,13837956,404,2.4,4.9,3.4
62fcc79c626d4e008acaa1f5,25,0,25,14.961,53.81035,1007.67,55.351,24.77,24.76968,0,400,2022-08-17T12:49:00.230Z,13631180,407,3.6,5.4,4
62fcceb2626d4e008acaa1f7,25,0,25,13.882,44.08343,1006.13,45.177,29.61,29.60965,34,624,2022-08-17T13:19:14.135Z,13837956,402,2.4,4.1,3.5
62fccef8626d4e008acaa1f9,25,0,25,14.897,52.99596,1007.51,54.664,25.07,25.06968,3,422,2022-08-17T13:20:24.782Z,13631180,407,4.1,8,6.2
62fcd5da626d4e008acaa1fb,25,0,25,13.717,44.17784,1006.44,45.377,29.59,29.58965,93,1012,2022-08-17T13:49:46.381Z,13837956,403,2.4,4.7,3.4
62fcd655626d4e008acaa1fd,25,0,25,14.728,49.73191,1007.72,51.504,25.89,25.88968,22,549,2022-08-17T13:51:49.766Z,13631180,411,3.8,5.7,4.2
62fcdd02626d4e008acaa1ff,25,0,25,13.882,44.1027,1006.62,45.196,29.7,29.69965,40,665,2022-08-17T14:20:18.928Z,13837956,404,2.5,4.7,3.4
62fcddb7626d4e008acaa201,25,0,25,13.128,46.47905,1007.74,47.705,26.35,26.34968,15,503,2022-08-17T14:23:19.354Z,13631180,440,0,0,0
62fce42b626d4e008acaa203,25,0,25,14.147,43.67639,1006.5,44.738,29.8,29.79965,27,581,2022-08-17T14:50:51.580Z,13837956,404,2.7,5.7,3.8
62fce510626d4e008acaa205,25,0,25,13.407,48.537,1007.63,49.838,26.6,26.59968,0,400,2022-08-17T14:54:40.752Z,13631180,424,3.2,6.2,5.3
62fceb53626d4e008acaa207,25,0,25,14.263,42.78652,1006.23,43.806,29.88,29.87965,19,530,2022-08-17T15:21:23.127Z,13837956,400,2.4,5.5,3.1
62fcec6b626d4e008acaa209,25,0,25,14.728,47.35758,1007.47,48.807,26.72,26.71968,0,400,2022-08-17T15:26:03.640Z,13631180,408,3.8,6.8,6
62fcf27b626d4e008acaa20b,25,0,25,14.676,42.2877,1005.95,43.295,29.92,29.91965,45,699,2022-08-17T15:51:55.691Z,13837956,403,2.4,4.8,3.1
62fcf3cc626d4e008acaa20d,25,0,25,13.817,44.63116,1007.12,45.865,27.15,27.14968,53,749,2022-08-17T15:57:32.740Z,13631180,430,1.5,2.5,2.2
62fcf9a3626d4e008acaa20f,25,0,25,15.114,41.3133,1005.38,42.297,29.97,29.96965,74,891,2022-08-17T16:22:27.108Z,13837956,404,2.3,4,3.4
62fcfb29626d4e008acaa211,25,0,25,13.086,43.56488,1006.73,44.747,27.32,27.31968,5,439,2022-08-17T16:28:57.905Z,13631180,432,1.1,1.7,1.7
62fd00cb626d4e008acaa213,25,0,25,15.325,40.94234,1005.4,41.898,30,29.99965,67,840,2022-08-17T16:52:59.857Z,13837956,403,2,5,2.8
62fd0285626d4e008acaa215,25,0,25,12.852,42.97054,1006.69,44.074,27.48,27.47968,0,400,2022-08-17T17:00:21.270Z,13631180,427,0.9,1.3,1
62fd07f4626d4e008acaa217,25,0,25,15.649,40.6327,1005.79,41.675,30.07,30.06965,6,443,2022-08-17T17:23:32.725Z,13837956,400,1.9,3.8,2.4
62fd09de626d4e008acaa219,25,0,25,12.98,42.34762,1006.9,43.375,27.47,27.46968,0,400,2022-08-17T17:31:42.594Z,13631180,425,0.8,1.5,1.4
62fd0f1c626d4e008acaa21b,25,0,25,15.543,41.36878,1005.91,42.353,30.08,30.07965,216,1562,2022-08-17T17:54:04.772Z,13837956,402,2.1,3.3,3
62fd1139626d4e008acaa21d,25,0,25,12.964,41.59164,1007.14,42.679,27.53,27.52968,2,417,2022-08-17T18:03:05.495Z,13631180,430,0.8,1.5,1.2
62fd1644626d4e008acaa21f,25,0,25,15.497,40.91232,1005.93,41.829,30.05,30.04965,5,434,2022-08-17T18:24:36.712Z,13837956,400,2.1,3.8,2.9
62fd1892626d4e008acaa221,25,0,25,12.996,41.83764,1007.08,42.833,27.45,27.44968,0,405,2022-08-17T18:34:26.415Z,13631180,430,0.8,1,1
62fd1d6c626d4e008acaa223,25,0,25,15.755,40.32583,1005.77,41.211,30,29.99965,16,508,2022-08-17T18:55:08.463Z,13837956,404,1.8,2.8,2.1
62fd1feb626d4e008acaa225,25,0,25,12.972,41.27576,1007.14,42.317,27.37,27.36968,15,500,2022-08-17T19:05:47.851Z,13631180,435,0.7,1.4,1.1
62fd2495626d4e008acaa227,25,0,25,15.578,43.79242,1006.3,44.796,29.77,29.76966,111,1134,2022-08-17T19:25:41.263Z,13837956,404,1.9,3.5,3.1
62fd274a626d4e008acaa229,25,0,25,13.045,43.43675,1007.84,44.431,27.19,27.18968,0,400,2022-08-17T19:37:14.328Z,13631180,426,0.8,1.8,1.1
62fd2bbc626d4e008acaa22b,25,0,25,15.125,45.66864,1006.74,46.717,29.54,29.53965,62,813,2022-08-17T19:56:12.821Z,13837956,402,1.9,4.3,3
62fd2ea2626d4e008acaa22d,25,0,25,13.717,42.58215,1008.34,43.843,26.89,26.88968,238,1592,2022-08-17T20:08:34.244Z,13631180,435,0.7,1.3,1
62fd32e6626d4e008acaa22f,25,0,25,13.91,44.52323,1007.32,45.626,29.82,29.81965,117,1171,2022-08-17T20:26:46.517Z,13837956,404,1.9,3.7,2.8
62fd360b626d4e008acaa231,25,0,25,12.98,43.10585,1008.73,44.136,26.85,26.84968,13,491,2022-08-17T20:40:11.520Z,13631180,436,0.6,1.1,0.8
62fd3a0f626d4e008acaa233,25,0,25,12.956,44.44298,1007.46,45.44,29.88,29.87965,66,834,2022-08-17T20:57:19.195Z,13837956,403,1.6,2.4,2.2
62fd3d65626d4e008acaa235,25,0,25,12.726,43.21851,1008.5,44.273,26.71,26.70968,8,456,2022-08-17T21:11:33.876Z,13631180,432,0.6,1.2,1.2
62fd4136626d4e008acaa237,25,0,25,12.385,44.40842,1007.3,45.446,29.87,29.86965,71,868,2022-08-17T21:27:50.920Z,13837956,401,1.7,3.3,2.7
62fd44ce626d4e008acaa239,25,0,25,12.466,43.78977,1008.59,44.859,26.61,26.60968,11,477,2022-08-17T21:43:10.728Z,13631180,429,0.6,0.9,0.9
62fd485f626d4e008acaa23b,25,0,25,12.054,44.27831,1007.6,45.313,29.85,29.84965,36,640,2022-08-17T21:58:23.659Z,13837956,403,1.5,3.1,2.6
62fd4c28626d4e008acaa23d,25,0,25,12.231,44.40282,1008.83,45.509,26.51,26.50968,11,477,2022-08-17T22:14:32.799Z,13631180,428,0.6,1.4,1.1
62fd4f88626d4e008acaa23f,25,0,25,11.882,44.2097,1007.52,45.243,29.82,29.81965,31,607,2022-08-17T22:28:56.244Z,13837956,401,1.5,2.1,1.9
62fd5396626d4e008acaa241,25,0,25,12.075,44.59873,1008.85,45.668,26.42,26.41968,8,457,2022-08-17T22:46:14.057Z,13631180,429,0.7,0.9,0.9
62fd56af626d4e008acaa243,25,0,25,11.675,44.16654,1007.76,45.199,29.8,29.79965,13,487,2022-08-17T22:59:27.948Z,13837956,403,1.5,2.8,2.1
62fd5b01626d4e008acaa245,25,0,25,11.971,44.46298,1008.91,45.572,26.35,26.34968,7,447,2022-08-17T23:17:53.725Z,13631180,431,0.6,0.9,0.9
62fd5dd8626d4e008acaa247,25,0,25,11.441,43.73677,1007.66,44.8,29.78,29.77966,25,566,2022-08-17T23:30:00.642Z,13837956,403,1.3,2.4,1.7
62fd626e626d4e008acaa249,25,0,25,12.139,44.395,1009.12,45.503,26.27,26.26968,7,452,2022-08-17T23:49:34.043Z,13631180,429,0.7,1.1,1.1
62fd6501626d4e008acaa24b,25,0,25,11.304,43.82123,1007.94,44.907,29.77,29.76966,17,517,2022-08-18T00:00:33.281Z,13837956,401,1.4,2,2
62fd69d8626d4e008acaa24d,25,0,25,12.268,44.74829,1009.49,45.887,26.21,26.20968,6,444,2022-08-18T00:21:12.069Z,13631180,429,0.7,1.3,1.3
62fd6c29626d4e008acaa24f,25,0,25,11.416,43.7774,1008.41,44.781,29.72,29.71965,12,483,2022-08-18T00:31:05.855Z,13837956,400,1.3,2.4,1.8
62fd7146626d4e008acaa251,25,0,25,12.362,45.13478,1009.79,46.241,26.11,26.10968,5,439,2022-08-18T00:52:54.448Z,13631180,430,0.7,1.9,1.6
62fd7351626d4e008acaa253,25,0,25,11.492,43.56407,1008.72,44.563,29.69,29.68965,23,553,2022-08-18T01:01:37.460Z,13837956,400,1.3,2.6,1.8
62fd78b0626d4e008acaa255,25,0,25,12.429,45.1855,1009.63,46.315,26.06,26.05968,3,426,2022-08-18T01:24:32.355Z,13631180,428,0.7,1.7,1.1
62fd7a7a626d4e008acaa257,25,0,25,11.505,43.41647,1008.57,44.513,29.7,29.69966,20,533,2022-08-18T01:32:10.113Z,13837956,403,1.2,1.9,1.7
62fd801e626d4e008acaa259,25,0,25,12.474,45.41159,1009.77,46.569,26,25.99968,8,457,2022-08-18T01:56:14.842Z,13631180,430,0.7,1.1,1.1
62fd81a5626d4e008acaa25b,25,0,25,11.531,43.16773,1008.61,44.218,29.67,29.66965,23,553,2022-08-18T02:02:45.968Z,13837956,404,1.2,2.9,1.8
62fd8788626d4e008acaa25d,25,0,25,12.557,45.61391,1009.69,46.777,25.94,25.93968,5,439,2022-08-18T02:27:52.463Z,13631180,430,0.7,1.1,1.1
62fd88cd626d4e008acaa25f,25,0,25,11.608,43.1939,1008.63,44.225,29.63,29.62965,26,575,2022-08-18T02:33:17.571Z,13837956,400,1.2,1.7,1.7
62fd8ee0626d4e008acaa261,25,0,25,12.618,46.12028,1009.77,47.297,25.86,25.85968,5,433,2022-08-18T02:59:12.344Z,13631180,428,0.7,1.4,1.3
62fd8ff6626d4e008acaa263,25,0,25,11.505,43.01513,1008.76,44.102,29.64,29.63965,19,531,2022-08-18T03:03:50.250Z,13837956,404,1.2,2.4,1.8
62fd963b626d4e008acaa265,25,0,25,12.648,45.96367,1009.73,47.137,25.79,25.78968,7,448,2022-08-18T03:30:35.332Z,13631180,426,0.7,0.9,0.9
62fd971e626d4e008acaa267,25,0,25,11.673,42.90948,1008.61,43.954,29.6,29.59965,10,466,2022-08-18T03:34:22.076Z,13837956,400,1.3,1.7,1.6
62fd9d96626d4e008acaa269,25,0,25,12.679,46.2352,1009.89,47.394,25.71,25.70968,5,439,2022-08-18T04:01:58.257Z,13631180,424,0.6,1,1
62fd9e45626d4e008acaa26b,25,0,25,11.781,42.81469,1008.84,43.877,29.58,29.57965,39,656,2022-08-18T04:04:53.820Z,13837956,402,1.4,2.2,1.7
62fda4ee626d4e008acaa26d,25,0,25,12.718,46.46009,1010,47.647,25.69,25.68968,5,435,2022-08-18T04:33:18.332Z,13631180,424,0.6,0.9,0.9
62fda56e626d4e008acaa26f,25,0,25,11.675,42.57825,1008.9,43.615,29.56,29.55965,14,496,2022-08-18T04:35:26.474Z,13837956,402,1.3,2.8,1.8
62fdac5b626d4e008acaa271,25,0,25,12.773,46.133,1009.89,47.312,25.64,25.63968,4,428,2022-08-18T05:04:59.051Z,13631180,421,0.6,1.1,1.1
62fdac97626d4e008acaa273,25,0,25,11.909,42.35697,1008.78,43.369,29.51,29.50966,14,493,2022-08-18T05:05:59.120Z,13837956,400,1.2,1.8,1.6
62fdb3b6626d4e008acaa275,25,0,25,12.788,45.91647,1009.77,47.112,25.64,25.63968,5,438,2022-08-18T05:36:22.742Z,13631180,420,0.6,1,1
62fdb3bf626d4e008acaa277,25,0,25,12.096,42.16722,1008.65,43.175,29.47,29.46965,14,492,2022-08-18T05:36:31.375Z,13837956,400,1.1,1.7,1.4
62fdbae6626d4e008acaa279,25,0,25,12.239,41.86702,1008.53,42.868,29.42,29.41965,18,519,2022-08-18T06:07:02.608Z,13837956,404,1.2,2.3,1.8
62fdbb21626d4e008acaa27b,25,0,25,12.781,45.91001,1009.77,47.128,25.58,25.57968,3,424,2022-08-18T06:08:01.603Z,13631180,423,0.6,1,1
62fdc20d626d4e008acaa27d,25,0,25,11.794,44.89014,1008.63,45.942,29.48,29.47965,22,548,2022-08-18T06:37:33.924Z,13837956,403,1.2,1.9,1.7
62fdc280626d4e008acaa27f,25,0,25,12.796,45.98989,1009.83,47.21,25.58,25.57968,7,446,2022-08-18T06:39:28.051Z,13631180,421,0.6,0.9,0.9
62fdc93e626d4e008acaa281,25,0,25,11.391,43.78864,1008.9,44.896,29.53,29.52966,25,570,2022-08-18T07:08:14.458Z,13837956,403,1.3,1.8,1.6
62fdc9db626d4e008acaa283,25,0,25,12.868,46.35772,1010,47.543,25.58,25.57968,5,436,2022-08-18T07:10:51.164Z,13631180,423,0.6,1,1
62fdd065626d4e008acaa285,25,0,25,11.454,42.881,1009.1,43.886,29.45,29.44965,13,486,2022-08-18T07:38:45.797Z,13837956,403,1.3,3,1.9
62fdd148626d4e008acaa287,25,0,25,12.788,46.39772,1010.26,47.628,25.65,25.64968,7,446,2022-08-18T07:42:32.039Z,13631180,428,0.5,0.5,0.5
62fdd78d626d4e008acaa289,25,0,25,11.531,41.94989,1009.41,42.953,29.4,29.39965,51,735,2022-08-18T08:09:17.338Z,13837956,401,1.3,2.5,1.7
62fdd8b2626d4e008acaa28b,25,0,25,12.996,48.77739,1010.47,49.605,25.51,25.50968,0,400,2022-08-18T08:14:10.283Z,13631180,423,2.8,6,5.3
62fddeb4626d4e008acaa28d,25,0,25,12.068,40.53493,1009.43,41.448,29.33,29.32965,14,497,2022-08-18T08:39:48.780Z,13837956,402,1.5,4.7,2.4
62fde01c626d4e008acaa28f,25,0,25,12.868,47.61277,1010.73,48.897,25.77,25.76968,8,454,2022-08-18T08:45:48.335Z,13631180,434,0.9,1.4,1.4
62fde5dc626d4e008acaa291,25,0,25,12.718,41.22573,1009.65,42.174,29.27,29.26965,41,674,2022-08-18T09:10:20.198Z,13837956,403,2.2,5.8,3.3
62fde78b626d4e008acaa293,25,0,25,12.765,47.47205,1010.91,48.752,25.82,25.81968,5,436,2022-08-18T09:17:31.011Z,13631180,440,1.4,2.5,1.8
62fded03626d4e008acaa295,25,0,25,12.884,41.9574,1009.74,43.001,29.25,29.24965,110,1128,2022-08-18T09:40:51.514Z,13837956,401,2.8,7.2,4.3
62fdeee5626d4e008acaa297,25,0,25,12.804,46.69893,1011.01,48.026,25.76,25.75968,9,462,2022-08-18T09:48:53.675Z,13631180,441,1,2,1.7
62fdf435626d4e008acaa299,25,0,25,12.964,41.99977,1009.76,43.005,29.28,29.27967,32,614,2022-08-18T10:11:33.479Z,13837956,402,3.1,8.5,4.7
62fdf641626d4e008acaa29b,25,0,25,12.765,46.05853,1010.81,47.343,25.99,25.98968,7,452,2022-08-18T10:20:17.714Z,13631180,452,1.1,2,1.8
62fdfb5d626d4e008acaa29d,25,0,25,13.228,42.23814,1009.47,43.328,29.28,29.27965,101,1065,2022-08-18T10:42:05.555Z,13837956,400,3.7,10.9,6.4
62fdfd9b626d4e008acaa29f,25,0,25,12.734,45.57544,1010.77,46.866,26.23,26.22968,12,481,2022-08-18T10:51:39.844Z,13631180,452,0.9,1.5,1.5
62fe0285626d4e008acaa2a1,25,0,25,13.717,42.3513,1009.82,43.384,29.37,29.36965,21,539,2022-08-18T11:12:37.801Z,13837956,401,2.9,7.2,4.4
62fe0507626d4e008acaa2a3,25,0,25,12.664,44.60961,1010.97,45.849,26.49,26.48968,4,432,2022-08-18T11:23:19.892Z,13631180,447,1,2.3,1.7
62fe09b2626d4e008acaa2a5,25,0,25,14.391,42.25862,1009.76,43.308,29.47,29.46966,34,629,2022-08-18T11:43:14.035Z,13837956,400,2.7,6.6,4
62fe0c79626d4e008acaa2a7,25,0,25,12.633,43.56422,1010.99,44.834,26.82,26.81968,3,423,2022-08-18T11:55:05.167Z,13631180,448,1,1.7,1.7
62fe10da626d4e008acaa2a9,25,0,25,14.994,41.74484,1009.67,42.742,29.54,29.53965,26,577,2022-08-18T12:13:46.399Z,13837956,403,2.4,4.8,3.8
62fe13db626d4e008acaa2ab,25,0,25,12.884,41.92879,1010.53,42.966,27.45,27.44968,11,473,2022-08-18T12:26:35.768Z,13631180,428,1.1,3.5,2.1
62fe1802626d4e008acaa2ad,25,0,25,15.532,40.53983,1009.27,41.564,29.66,29.65965,0,400,2022-08-18T12:44:18.623Z,13837956,404,2.6,8.6,4.5
62fe1b36626d4e008acaa2af,25,0,25,12.844,40.57988,1010.34,41.772,27.94,27.93968,1,411,2022-08-18T12:57:58.567Z,13631180,412,0.8,1.7,1.4
62fe1f2a626d4e008acaa2b1,25,0,25,18.261,39.89891,1009.2,40.761,29.25,29.24965,0,0,2022-08-18T13:14:50.407Z,13837956,403,2.4,6.2,3.3
62fe2291626d4e008acaa2b3,25,0,25,13.045,40.16602,1010.36,41.249,28.17,28.16968,0,403,2022-08-18T13:29:21.343Z,13631180,409,0.9,1.2,1.2
62fe2652626d4e008acaa2b5,25,0,25,18.722,40.03504,1009.14,41.086,29.38,29.37965,0,0,2022-08-18T13:45:22.513Z,13837956,400,2.1,4.4,3.1
62fe29ed626d4e008acaa2b7,25,0,25,13.538,39.95821,1010.41,40.811,27.99,27.98968,2,418,2022-08-18T14:00:45.387Z,13631180,409,1,1.5,1.5
62fe2d7a626d4e008acaa2b9,25,0,25,18.522,38.31789,1009.31,39.268,29.67,29.66965,33,618,2022-08-18T14:15:54.864Z,13837956,401,1.7,3.9,2.3
62fe3148626d4e008acaa2bb,25,0,25,13.717,38.4716,1010.39,39.598,28.39,28.38968,9,462,2022-08-18T14:32:08.323Z,13631180,408,1,1.9,1.6
62fe34a3626d4e008acaa2bd,25,0,25,19.171,37.46093,1009.1,38.372,29.72,29.71965,0,0,2022-08-18T14:46:27.133Z,13837956,404,1.4,3.3,2
62fe38ab626d4e008acaa2bf,25,0,25,13.591,37.99332,1010.16,38.854,28.58,28.57968,6,443,2022-08-18T15:03:39.884Z,13631180,409,0.9,1.8,1.5
62fe3bcb626d4e008acaa2c1,25,0,25,18.961,37.37848,1009.1,38.304,29.86,29.85965,0,0,2022-08-18T15:16:59.570Z,13837956,404,1.5,3.7,2.2
62fe4004626d4e008acaa2c3,25,0,25,13.772,37.9988,1010.02,38.878,28.49,28.48968,1,410,2022-08-18T15:35:00.489Z,13631180,413,0.8,1.1,1
62fe42f4626d4e008acaa2c5,25,0,25,18.621,37.67429,1008.94,38.554,29.95,29.94966,46,706,2022-08-18T15:47:32.318Z,13837956,403,1.5,4.6,2.4
62fe475b626d4e008acaa2c7,25,0,25,13.863,38.30085,1009.98,39.277,28.49,28.48968,0,400,2022-08-18T16:06:19.638Z,13631180,413,0.7,1.6,1.3
62fe4a1c626d4e008acaa2c9,25,0,25,18.472,37.45713,1008.84,38.314,30.01,30.00965,212,1559,2022-08-18T16:18:04.376Z,13837956,404,1.5,4.1,2.4
62fe4eb3626d4e008acaa2cb,25,0,25,13.928,38.44173,1009.87,39.44,28.43,28.42968,14,492,2022-08-18T16:37:39.162Z,13631180,414,0.6,1.1,0.8
62fe5146626d4e008acaa2cd,25,0,25,18.439,36.60668,1008.69,37.495,30.02,30.01966,3,422,2022-08-18T16:48:38.246Z,13837956,403,1.6,3,2.1
62fe5614626d4e008acaa2cf,25,0,25,13.744,38.2264,1009.92,39.201,28.44,28.43968,3,422,2022-08-18T17:09:08.558Z,13631180,416,0.4,1.1,0.8
62fe586e626d4e008acaa2d1,25,0,25,18.571,36.27833,1008.74,37.125,30.02,30.01966,14,492,2022-08-18T17:19:10.282Z,13837956,404,1.4,3.7,1.8
62fe5d6e626d4e008acaa2d3,25,0,25,14.089,37.86115,1009.92,38.755,28.48,28.47968,21,542,2022-08-18T17:40:30.753Z,13631180,409,0.7,1.6,1.4
62fe5f96626d4e008acaa2d5,25,0,25,18.688,36.61624,1008.74,37.454,29.99,29.98965,22,545,2022-08-18T17:49:42.977Z,13837956,400,1.5,4.2,2
62fe64c8626d4e008acaa2d7,25,0,25,14.185,37.79774,1009.9,38.673,28.38,28.37968,0,406,2022-08-18T18:11:52.057Z,13631180,412,0.6,1.6,1
62fe66be626d4e008acaa2d9,25,0,25,18.638,35.77739,1008.69,36.612,30.08,30.07965,76,902,2022-08-18T18:20:14.797Z,13837956,401,1.3,2.6,1.9
62fe6c32626d4e008acaa2db,25,0,25,14.273,37.49847,1009.92,38.438,28.28,28.27968,19,530,2022-08-18T18:43:30.476Z,13631180,421,0.6,1,0.9
62fe6dea626d4e008acaa2dd,25,0,25,18.756,35.16315,1008.78,36.016,30.09,30.08966,87,977,2022-08-18T18:50:50.557Z,13837956,403,1.4,3.9,1.7
62fe738a626d4e008acaa2df,25,0,25,14.195,37.56697,1009.96,38.438,28.21,28.20968,1,410,2022-08-18T19:14:50.255Z,13631180,417,0.4,0.8,0.5
62fe7512626d4e008acaa2e1,25,0,25,19.048,34.79789,1008.9,35.642,30.07,30.06965,19,527,2022-08-18T19:21:22.267Z,13837956,400,1.8,3.9,2.7
62fe7af5626d4e008acaa2e3,25,0,25,14.224,37.7123,1010.06,38.588,28.01,28.00968,0,403,2022-08-18T19:46:29.213Z,13631180,412,0.4,0.8,0.5
